osm_id,name,brand,category,typical_sqft,lat,lon,addr
node/356831355,Family Dollar,Family Dollar,dollar_store,8500,29.7944211,-95.338008,
node/523558657,Food Town,Food Town,grocery_anchor,40000,29.877987,-95.6488309,
node/786435845,Kroger,Kroger,grocery_anchor,55000,30.1242711,-95.4073828,"2301 Rayford Road, Spring"
node/986020773,Target,Target,offprice,125000,30.0192483,-95.2687528,"20777 Eastex Freeway, Humble"
node/1924168265,ALDI,Aldi,grocery_anchor,17000,29.6634086,-95.0975379,"9002 Spencer Highway, La Porte"
node/1924294724,Food Town,Food Town,grocery_anchor,40000,29.6810897,-95.1246385,
node/1975611376,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.6902257,-95.4151183,"8130 Kirby Drive, Houston"
node/1975611380,Burlington,Burlington,offprice,65000,29.6913698,-95.4136404,"8202 Kirby Drive, Houston"
node/2336270702,Family Dollar,Family Dollar,dollar_store,8500,29.8450281,-95.3861183,"906 East Tidwell Road, Houston"
node/2557741128,Target,Target,offprice,125000,29.5963452,-95.6277838,"16300 Southwest Freeway, Sugar Land"
node/2662076810,Dollar General,Dollar General,dollar_store,7400,29.8210912,-95.5233309,
node/2699368507,Kroger,Kroger,grocery_anchor,55000,29.7896319,-95.4112065,"1035 North Shepherd Drive, Houston"
node/2809305840,Kroger,Kroger,grocery_anchor,55000,30.0218444,-95.4340646,"360 Cypress Creek Parkway, Houston"
node/2821133101,Food Town,Food Town,grocery_anchor,40000,29.871179,-95.406122,"442 West Little York Road, Houston"
node/3203992082,Kroger,Kroger,grocery_anchor,55000,30.1145981,-95.55271,"24350 Kuykendahl Road, Tomball"
node/3204058605,Kroger,Kroger,grocery_anchor,55000,29.7711432,-95.599194,"14344 Memorial Drive, Houston"
node/3275482761,Family Dollar,Family Dollar,dollar_store,8500,29.67243,-95.529619,"8646 South Braeswood Boulevard, Houston"
node/3303484407,Target,Target,offprice,125000,29.969248,-95.6962852,"25901 Northwest Freeway, Cypress"
node/3311296099,Target,Target,offprice,125000,29.7362906,-95.7759881,"23710 Westheimer Parkway, Katy"
node/3321057929,Dollar Tree,Dollar Tree,dollar_store,9000,30.0917127,-95.640425,
node/3321060312,Target,Target,offprice,125000,30.0917963,-95.6392689,"14302 FM 2920, Tomball"
node/3390498259,Kroger,Kroger,grocery_anchor,55000,29.558593,-95.1247749,"16400 El Camino Real, Houston"
node/3494230793,Target,Target,offprice,125000,30.0501898,-95.4348629,"19511 North Freeway, Spring"
node/3511266693,Family Dollar,Family Dollar,dollar_store,8500,29.7862364,-95.3616437,"2617 Fulton Street, Houston"
node/3755266369,Kroger,Kroger,grocery_anchor,55000,29.5779758,-95.1205712,"1950 El Dorado Boulevard, Houston"
node/3818254203,Family Dollar,Family Dollar,dollar_store,8500,29.733514,-95.3296637,"804 Telephone Road, Houston"
node/3832798035,Family Dollar,Family Dollar,dollar_store,8500,29.7182032,-95.2960716,"7053 Lawndale Street, Houston"
node/3903671109,Kroger,Kroger,grocery_anchor,55000,30.0666789,-95.1871315,"3410 Northpark Drive, Kingwood"
node/3903896960,Target,Target,offprice,125000,29.7821551,-95.7160541,"19955 Katy Freeway, Katy"
node/3905103773,H-E-B,H-E-B,grocery_anchor,90000,29.7892877,-95.7167418,"1550 North Fry Road, Houston"
node/3911060264,Dollar Tree,Dollar Tree,dollar_store,9000,29.781717,-95.7492548,
node/3911060265,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.7809732,-95.7490959,
node/4063682495,Family Dollar,Family Dollar,dollar_store,8500,29.8686324,-95.3835231,"7404 Airline Drive, Houston"
node/4227549107,Dollar Tree,Dollar Tree,dollar_store,9000,29.6184394,-95.4943492,"14404 Hillcroft Avenue, Houston"
node/4227549132,Dollar General,Dollar General,dollar_store,7400,29.6001742,-95.5260033,"1783 Texas Parkway, Missouri City"
node/4227549135,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.5973965,-95.5253515,"1530 Independence Boulevard, Missouri City"
node/4227549140,Family Dollar,Family Dollar,dollar_store,8500,29.5972753,-95.5282135,"2190 Texas Parkway, Missouri City"
node/4227549173,Kroger,Kroger,grocery_anchor,55000,29.5636313,-95.5655009,"6200 Alvin Sugarland Road, Missouri City"
node/4227549174,Target,Target,offprice,125000,29.5657916,-95.5677915,"6000 Alvin Sugarland Road, Missouri City"
node/4227614596,Aldi,Aldi,grocery_anchor,17000,29.5431629,-95.5481738,"6016 Sienna Ranch Road, Missouri City"
node/4252070153,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,30.0693331,-95.214514,"2165 Northpark Drive, Kingwood"
node/4265354439,Five Below,Five Below,offprice,8500,29.5688904,-95.5703047,"5754 Alvin Sugarland Road, Missouri City"
node/4289437579,Fiesta Mart,Fiesta Mart,grocery_anchor,50000,29.8368658,-95.6446754,"4330 F, Houston"
node/4308060199,Dollar Tree,Dollar Tree,dollar_store,9000,29.9367824,-95.248631,
node/4364112595,Family Dollar,Family Dollar,dollar_store,8500,29.8597866,-95.4057467,"436 West Parker Road, Houston"
node/4484885116,Kroger,Kroger,grocery_anchor,55000,29.6535678,-95.0321936,"1300 West Fairmont Parkway, La Porte"
node/4842212281,ALDI,Aldi,grocery_anchor,17000,29.8229583,-95.4097761,"3938 North Shepherd Drive, Houston"
node/4882434179,Family Dollar,Family Dollar,dollar_store,8500,29.5878515,-95.4700098,
node/5180374097,Dollar Tree,Dollar Tree,dollar_store,9000,29.5496961,-95.1300803,
node/5245875821,Family Dollar,Family Dollar,dollar_store,8500,29.8441369,-95.6471012,"4707 North Highway 6, Houston"
node/5245961915,Family Dollar,Family Dollar,dollar_store,8500,29.8037596,-95.4899267,
node/5246578669,Kroger,Kroger,grocery_anchor,55000,29.8126507,-95.7701896,"2700 West Grand Parkway North, Katy"
node/5246586823,Dollar Tree,Dollar Tree,dollar_store,9000,29.7834884,-95.7940127,
node/5249763729,Burlington,Burlington,offprice,65000,29.8779269,-95.6560123,"16311 FM529, Houston"
node/5250892279,Dollar Tree,Dollar Tree,dollar_store,9000,29.88203,-95.6467254,
node/5312062072,Family Dollar,Family Dollar,dollar_store,8500,30.0050464,-95.3078824,"7815 FM 1960 Bypass Road West, Humble"
node/5315597762,Walmart Supercenter,Walmart,grocery_anchor,100000,29.894378,-95.065666,"14215 Fm 2100 Road, Crosby"
node/5315597977,Walmart Neighborhood Market,Walmart,grocery_anchor,100000,29.4990441,-95.1255913,"2625 West Main Street, League City"
node/5353041653,Five Below,Five Below,offprice,8500,30.004329,-95.272403,"19659 Eastex Freeway, Humble"
node/5372620387,ALDI,Aldi,grocery_anchor,17000,29.6464818,-95.5827063,"11709 West Airport Boulevard, Meadows Place"
node/5449778360,Kroger Marketplace,Kroger,grocery_anchor,55000,30.1185241,-95.3816679,"3731 Riley Fuzzel Road, Spring"
node/5461960762,Family Dollar,Family Dollar,dollar_store,8500,29.9201794,-95.4923113,
node/5651816440,Burlington,Burlington,offprice,65000,29.5571819,-95.3944572,"2812 Business Center Drive, Pearland"
node/5843069939,ALDI,Aldi,grocery_anchor,17000,29.9968762,-95.1736853,"6900 FM 1960 East, Humble"
node/5867045587,Dollar Tree,Dollar Tree,dollar_store,9000,29.8275853,-95.433001,"1345½ West 43rd Street, Houston"
node/6252570645,H-E-B,H-E-B,grocery_anchor,90000,29.8073613,-95.4088622,"2300 North Shepherd Drive, Houston"
node/6284793859,Five Below,Five Below,offprice,8500,29.7364468,-95.5018802,"7525 Westheimer Road, Houston"
node/6292846505,Family Dollar,Family Dollar,dollar_store,8500,30.0048476,-95.4634042,
node/6292846514,Dollar Tree,Dollar Tree,dollar_store,9000,30.0067497,-95.4624121,
node/6299354185,Kroger,Kroger,grocery_anchor,55000,29.7968241,-95.4864439,"1505 Wirt Road, Houston"
node/6355441543,Dollar Tree,Dollar Tree,dollar_store,9000,30.1018581,-95.2355544,"23741 Eastex Freeway, Porter"
node/6655625789,Kroger,Kroger,grocery_anchor,55000,29.5516946,-95.5843055,"18861 University Boulevard, Sugar Land"
node/6775257588,Family Dollar,Family Dollar,dollar_store,8500,29.9606721,-95.5518481,"12914 Willow Chase Drive, Houston"
node/6840644122,H-E-B,H-E-B,grocery_anchor,90000,29.7688039,-95.3966726,"3663 Washington Avenue, Houston"
node/6873525060,Dollar Tree,Dollar Tree,dollar_store,9000,29.8205578,-95.4676169,5360 West 34th Street
node/6904082560,Five Below,Five Below,offprice,8500,29.8328632,-95.3819057,"4444 North Freeway, Houston"
node/6911757294,Burlington,Burlington,offprice,65000,29.8329136,-95.3788659,"4426 North Freeway, Houston"
node/6911757295,Dollar Tree,Dollar Tree,dollar_store,9000,29.8329062,-95.3793144,"4428 North Freeway, Houston"
node/6974712287,Dollar Tree,Dollar Tree,dollar_store,9000,30.1252725,-95.45065,
node/7152422412,Target,Target,offprice,125000,29.7350204,-95.5678172,"10801 Westheimer Road, Houston"
node/7161674735,Family Dollar,Family Dollar,dollar_store,8500,29.8711919,-95.4047316,"428 West Little York Road, Houston"
node/7708784356,Aldine Mini Market,Aldi,grocery_anchor,17000,29.9313432,-95.4012529,"224 Aldine Bender Road, Houston"
node/7734724402,Dollar Tree,Dollar Tree,dollar_store,9000,29.8224285,-95.4097648,"3832 North Shepherd Drive, Houston"
node/7874625124,Dollar Tree,Dollar Tree,dollar_store,9000,29.8505954,-95.5033524,"5770 Hollister Street, Houston"
node/7925109111,Burlington,Burlington,offprice,65000,29.787621,-95.5354813,"9730 Katy Freeway, Houston"
node/7995521916,Kroger,Kroger,grocery_anchor,55000,29.5298455,-95.5108212,"10250 Highway 6, Missouri City"
node/8473529797,Dollar General,Dollar General,dollar_store,7400,29.8336081,-95.4452625,
node/8477396349,Dollar Tree,Dollar Tree,dollar_store,9000,30.0028328,-95.265643,"216 FM 1960 Bypass Road East, Humble"
node/8581396975,Burlington,Burlington,offprice,65000,29.8098119,-95.4549533,"4518 Dacoma Street, Houston"
node/8581396976,Five Below,Five Below,offprice,8500,29.8098394,-95.4537402,"4514 Dacoma Street, Houston"
node/8596101857,Family Dollar,Family Dollar,dollar_store,8500,29.9117299,-95.5859309,
node/8619281149,ALDI,Aldi,grocery_anchor,17000,29.5370918,-95.0213367,"222 Fm 518, Kemah"
node/8619302696,ALDI,Aldi,grocery_anchor,17000,29.5563709,-95.1206663,"16701 El Camino Real, Houston"
node/8619313528,ALDI,Aldi,grocery_anchor,17000,29.5605703,-95.2768115,"3412 East Broadway Street, Pearland"
node/8619314589,ALDI,Aldi,grocery_anchor,17000,29.6640076,-95.6442046,"10402 Highway 6 South, Sugar Land"
