geoid,name,lat,lon,aland_sqmi,population,median_hh_income,poverty_rate,nearest_dollar_store_mi,demand_index,competitive_gap_index,gap_score
48201333000,Census Tract 3330,29.6815728,-95.2849014,0.5767779374091413,3528.0,67813.0,0.20238095238095238,0.74,2067.9,0.246,508.3
48201455300,Census Tract 4553,29.7768327,-95.7902337,2.050472733637376,13436.0,74869.0,0.0670681219420399,0.51,2942.6,0.171,502.9
48201221301,Census Tract 2213.01,29.8524559,-95.3782561,0.7211739670882119,4052.0,69180.0,0.2250740375123396,0.7,2148.4,0.232,498.9
48201451904,Census Tract 4519.04,29.7238504,-95.6121198,0.5765180906564085,3601.0,56369.0,0.08719800055540128,0.4,3700.6,0.134,497.7
48201330102,Census Tract 3301.02,29.6347678,-95.4165137,0.5481612037207384,2022.0,40818.0,0.3758654797230465,0.52,2782.0,0.173,482.0
48201331501,Census Tract 3315.01,29.6342018,-95.3597071,0.8588444832667591,4551.0,75553.0,0.14348494836299713,1.55,925.7,0.517,479.0
48201241502,Census Tract 2415.02,29.9466521,-95.2983969,0.532444143150912,2390.0,30217.0,0.3652719665271967,0.44,3263.0,0.146,476.2
48201333205,Census Tract 3332.05,29.6630381,-95.2749989,0.052169351464706144,1384.0,35451.0,0.3417630057803468,0.76,1857.0,0.254,471.4
48201451605,Census Tract 4516.05,29.7474047,-95.6270511,0.33970464829662866,3203.0,70714.0,0.18662864385297845,0.98,1411.8,0.328,462.7
48201311300,Census Tract 3113,29.7097312,-95.2945706,0.5696149701629325,4120.0,67316.0,0.08592233009708738,0.59,2269.9,0.197,448.1
48201221302,Census Tract 2213.02,29.8523203,-95.3662381,0.6039066333783285,3464.0,52739.0,0.109107303877367,0.34,3841.9,0.113,433.9
48201341001,Census Tract 3410.01,29.5520045,-95.1364907,0.4790272956117934,3973.0,62356.0,0.11200604077523282,0.42,3118.0,0.139,433.4
48201540504,Census Tract 5405.04,29.8464571,-95.6430845,0.42770119126145334,3408.0,55045.0,0.3130868544600939,0.29,4466.9,0.096,430.6
48201541703,Census Tract 5417.03,29.8023949,-95.6658103,4.083892879338354,3705.0,76677.0,0.12361673414304994,2.28,553.3,0.761,421.0
48201532003,Census Tract 5320.03,29.8597534,-95.4724104,0.3902786256420305,4018.0,32738.0,0.5214036834245893,0.21,6113.0,0.069,419.7
48201222602,Census Tract 2226.02,29.9364914,-95.4060248,0.48108444791277444,2320.0,31483.0,0.49181034482758623,0.36,3461.0,0.121,419.0
48201210800,Census Tract 2108,29.7943827,-95.3450894,1.4155497416549916,2250.0,40561.0,0.30666666666666664,0.42,2940.0,0.142,416.1
48201334001,Census Tract 3340.01,29.61554,-95.2262483,0.5163266946426253,2880.0,48286.0,0.1503994442514762,0.38,3313.2,0.125,414.7
48201431803,Census Tract 4318.03,29.745855,-95.4654037,0.13126469526533852,2339.0,74530.0,0.06412997007268063,2.28,544.6,0.761,414.4
48201453401,Census Tract 4534.01,29.6544782,-95.5763225,0.3719766111204271,3639.0,74928.0,0.2283507997793712,1.37,906.9,0.456,413.1
48201550201,Census Tract 5502.01,29.9617736,-95.4231577,0.303980932175013,1946.0,35625.0,0.3931140801644399,0.45,2711.0,0.151,409.1
48201341002,Census Tract 3410.02,29.5503439,-95.1445157,0.6890243986486873,3548.0,71106.0,0.11302142051860203,0.87,1404.9,0.29,406.9
48201521800,Census Tract 5218,29.8502427,-95.5547902,2.722804005459315,4557.0,77584.0,0.06616838865684765,2.58,469.5,0.86,403.6
48201221502,Census Tract 2215.02,29.8672178,-95.4021729,0.20138702490028035,2953.0,35636.0,0.30037250253979003,0.31,3840.0,0.105,402.5
48201220200,Census Tract 2202,29.8165562,-95.3649369,0.5751018679386911,2405.0,66167.0,0.2831600831600832,0.7,1707.5,0.235,400.6
48201421602,Census Tract 4216.02,29.7021226,-95.4804176,0.32628489557042795,2868.0,42692.0,0.3284518828451883,0.32,3810.0,0.105,400.5
48201552002,Census Tract 5520.02,29.9132313,-95.6088331,0.6448203347157451,1473.0,67250.0,0.16089613034623218,1.38,872.1,0.459,399.9
48201230300,Census Tract 2303,29.8347332,-95.3127198,0.673530891228686,2155.0,50521.0,0.23707498835584537,0.44,2665.9,0.146,390.5
48201530501,Census Tract 5305.01,29.8391541,-95.3923596,0.40265590254003136,1636.0,39425.0,0.28203517587939697,0.55,2097.4,0.184,385.9
48201530502,Census Tract 5305.02,29.8357583,-95.3975741,0.507949436107643,2491.0,62922.0,0.19662243667068757,0.56,2036.2,0.188,383.5
48201530600,Census Tract 5306,29.8313304,-95.405205,1.1936425453319939,3626.0,71029.0,0.29084783829309374,0.67,1679.6,0.224,376.8
48201522401,Census Tract 5224.01,29.7985786,-95.5493255,1.054744610391281,6023.0,78125.0,0.1309978416071725,2.2,510.9,0.734,375.0
48201340701,Census Tract 3407.01,29.5584075,-95.1305252,0.7351914059559138,3918.0,69716.0,0.15135273098519653,0.6,1855.6,0.201,372.7
48201521501,Census Tract 5215.01,29.8250079,-95.5228108,0.19147192146762404,2853.0,52917.0,0.35808639771510176,0.27,3874.6,0.091,351.8
48201431404,Census Tract 4314.04,29.7436083,-95.481055,0.1483999090636752,2044.0,71191.0,0.07632093933463796,1.34,775.2,0.448,347.2
48201411700,Census Tract 4117,29.7254882,-95.4543517,0.46747473292454617,3516.0,77193.0,0.028725824800910123,2.56,406.1,0.854,346.9
48201232600,Census Tract 2326,29.7831801,-95.2494321,2.3627297655818196,2568.0,70764.0,0.10007788161993769,0.99,1043.7,0.329,343.4
48201240504,Census Tract 2405.04,29.947808,-95.3935704,0.1644710253129309,2888.0,36176.0,0.24480609418282548,0.28,3595.0,0.094,338.5
48201220500,Census Tract 2205,29.8362058,-95.3814642,0.9280953803297576,3429.0,24835.0,0.2586769504598042,0.23,4316.0,0.077,334.4
48201431203,Census Tract 4312.03,29.74153,-95.5088059,0.17872591700816728,1958.0,42768.0,0.29111338100102147,0.37,2528.0,0.124,312.5
48201431304,Census Tract 4313.04,29.7460547,-95.4980367,0.17182125210605698,3114.0,67188.0,0.08028259473346179,0.53,1724.0,0.177,305.2
48201222501,Census Tract 2225.01,29.9283143,-95.4058397,0.3511467857665185,3447.0,54353.0,0.22135190020307513,0.21,4210.0,0.071,298.4
48201432703,Census Tract 4327.03,29.7288262,-95.472348,0.1821324963534292,2048.0,75223.0,0.22998046875,1.85,481.3,0.616,296.6
48201211400,Census Tract 2114,29.7658557,-95.3281845,1.3927237681411595,4291.0,77773.0,0.19948729899790257,1.93,458.5,0.642,294.5
48201221100,Census Tract 2211,29.8598711,-95.3562325,1.1824181694795504,3233.0,73110.0,0.11197030621713579,0.88,990.8,0.294,290.9
48201530400,Census Tract 5304,29.8261231,-95.3879776,0.6144236700762307,3549.0,63106.0,0.10171879402648633,0.33,2642.2,0.109,287.9
48201211000,Census Tract 2110,29.7970912,-95.3321489,0.43230468729835214,1674.0,26563.0,0.2723404255319149,0.4,2129.9,0.132,281.7
48201333100,Census Tract 3331,29.6755978,-95.2785846,0.467628401583666,3567.0,36715.0,0.3011873732985809,0.18,4641.3,0.06,276.4
48201511003,Census Tract 5110.03,29.7954445,-95.4339739,0.4115748624035189,1889.0,73507.0,0.08205399682371625,1.55,530.9,0.516,273.8
48201432006,Census Tract 4320.06,29.7345738,-95.49828,0.13498440346121898,2264.0,35219.0,0.37985865724381623,0.25,3124.0,0.084,262.2
48201340501,Census Tract 3405.01,29.5694074,-95.1206873,0.7869908715526883,3754.0,77065.0,0.15514469453376206,1.47,509.1,0.491,250.2
48201312300,Census Tract 3123,29.7377278,-95.3603674,0.5448140841078997,2733.0,74789.0,0.25749167591564925,1.03,716.4,0.342,245.2
48201520603,Census Tract 5206.03,29.806804,-95.4870314,0.1364840242451924,2037.0,32691.0,0.31795131845841784,0.27,2684.7,0.091,244.1
48201334002,Census Tract 3340.02,29.6084085,-95.2143178,0.512422043512779,2420.0,67938.0,0.05909090909090909,0.56,1236.6,0.186,230.1
48201531300,Census Tract 5313,29.8230775,-95.4639365,0.5948791788082765,5109.0,70092.0,0.1941747572815534,0.28,2418.0,0.094,226.5
48201311200,Census Tract 3112,29.7193035,-95.2990327,1.1351658290045201,4523.0,62096.0,0.0855626796374088,0.19,3516.3,0.064,226.5
48201321700,Census Tract 3217,29.6779849,-95.2355748,0.7450953124259709,3202.0,77482.0,0.12589815682599187,1.86,363.1,0.619,224.7
48201530701,Census Tract 5307.01,29.8630702,-95.4088157,0.37967046883470057,1421.0,20516.0,0.5607814761215629,0.29,2217.9,0.097,215.9
48201532800,Census Tract 5328,29.8727523,-95.4714706,0.5126965621475382,2314.0,71494.0,0.15946413137424373,0.7,912.9,0.233,212.6
48201422702,Census Tract 4227.02,29.698989,-95.5093677,0.49656791667665223,3445.0,74914.0,0.206966618287373,0.74,845.9,0.245,207.5
48201240503,Census Tract 2405.03,29.9497216,-95.3889544,0.08345791209056941,2731.0,37138.0,0.3519072550486163,0.16,3692.1,0.055,202.0
48201550101,Census Tract 5501.01,29.9516654,-95.4240204,0.3270679107480536,2430.0,26842.0,0.5521702838063439,0.15,3771.8,0.051,191.3
48201431206,Census Tract 4312.06,29.740882,-95.5147681,0.17445485492981666,1895.0,71875.0,0.15614236509758897,0.71,712.0,0.237,168.7
48201240505,Census Tract 2405.05,29.9520504,-95.3944208,0.13246083975265818,1556.0,26810.0,0.4330175913396482,0.21,2229.8,0.07,155.6
48201431303,Census Tract 4313.03,29.7405491,-95.4988604,0.10708813640074974,1615.0,55164.0,0.12198142414860681,0.26,1800.1,0.085,153.2
48201431801,Census Tract 4318.01,29.7444607,-95.4722754,0.4753400199972347,3660.0,78551.0,0.13633879781420766,1.86,241.1,0.62,149.5
48201422602,Census Tract 4226.02,29.6870675,-95.4977289,0.46943111256213454,2359.0,73162.0,0.10512929207291224,0.58,713.1,0.193,137.9
48201312603,Census Tract 3126.03,29.7267813,-95.378449,0.39350914240297424,4160.0,78186.0,0.34326923076923077,0.99,405.5,0.329,133.5
48201410706,Census Tract 4107.06,29.7361984,-95.3850116,0.16668030186439736,1835.0,72305.0,0.2140120415982485,0.58,685.7,0.194,133.0
48201334101,Census Tract 3341.01,29.6577988,-95.4044367,6.000882760809277,9558.0,79638.0,0.11372672107135384,2.2,154.1,0.735,113.3
48201410704,Census Tract 4107.04,29.7422384,-95.38543,0.19472174333649742,2087.0,74537.0,0.13128893148059415,0.51,515.9,0.17,87.6
48201341302,Census Tract 3413.02,29.5531557,-95.1074083,0.7616668170727626,3368.0,78671.0,0.050475059382422804,1.38,188.1,0.461,86.7
48201450801,Census Tract 4508.01,29.7601833,-95.5687222,0.34876260493720956,2244.0,79193.0,0.13725490196078433,3.39,82.4,1.0,82.4
48201430101,Census Tract 4301.01,29.7802489,-95.4638738,0.5758397091637614,2796.0,79038.0,0.06256860592755215,2.13,114.3,0.711,81.3
48201330101,Census Tract 3301.01,29.6347394,-95.425876,0.4448858261360899,5251.0,79040.0,0.170443725004761,0.82,236.0,0.272,64.2
48201530102,Census Tract 5301.02,29.8109166,-95.454293,0.6633524661238697,2971.0,65192.0,0.3268259845169976,0.08,2334.9,0.027,63.4
48201520302,Census Tract 5203.02,29.7987278,-95.4802566,0.3115458317683165,2591.0,78026.0,0.23697414125820146,0.68,253.1,0.225,57.0
48201210400,Census Tract 2104,29.7864417,-95.3621992,0.6995993506703783,3628.0,54004.0,0.2364939360529217,0.04,4486.0,0.012,54.1
48201521502,Census Tract 5215.02,29.8277109,-95.515963,0.5937818764735565,2899.0,78409.0,0.16833390824422215,0.64,215.5,0.212,45.7
48201222505,Census Tract 2225.05,29.9200897,-95.4039884,0.5439407210251633,3304.0,75994.0,0.11371951219512196,0.2,589.6,0.068,39.8
48201431204,Census Tract 4312.04,29.745188,-95.5037723,0.3355706524845784,3195.0,78818.0,0.03317683881064163,0.38,156.1,0.128,19.9
48201250901,Census Tract 2509.01,30.042393,-95.1682727,1.3188226566800727,4067.0,93466.0,0.09540201622817802,2.91,0.0,0.97,0.0
48201420600,Census Tract 4206,29.6611026,-95.47013,0.4653361130681021,2358.0,92219.0,0.07845631891433417,1.19,0.0,0.397,0.0
48201420700,Census Tract 4207,29.6720209,-95.4694801,0.8787557715853762,2872.0,199875.0,0.012186629526462395,0.75,0.0,0.249,0.0
48201450500,Census Tract 4505,29.778364,-95.6347799,1.111009347452178,3412.0,144891.0,0.038686987104337635,3.17,0.0,1.0,0.0
48201450100,Census Tract 4501,29.7772428,-95.5669287,0.319446254137437,1874.0,151111.0,0.016008537886873,4.0,0.0,1.0,0.0
48201450200,Census Tract 4502,29.7792596,-95.5795765,1.0448325957758935,5965.0,150709.0,0.07292539815590947,4.19,0.0,1.0,0.0
48201340600,Census Tract 3406,29.5758631,-95.1312524,0.6275673597590377,2463.0,124435.0,0.021112464474218433,1.81,0.0,0.603,0.0
48201340800,Census Tract 3408,29.5814929,-95.1438192,1.1141333000173503,6143.0,142072.0,0.051277877258668406,2.35,0.0,0.782,0.0
48201433300,Census Tract 4333,29.6984381,-95.5296222,0.9351726328967588,4680.0,86925.0,0.07243589743589744,1.51,0.0,0.503,0.0
48201520604,Census Tract 5206.04,29.806917,-95.4950326,0.3836870895905387,3447.0,81483.0,0.20481578183928054,0.38,0.0,0.125,0.0
48201520200,Census Tract 5202,29.789358,-95.476561,0.7267797843288168,3189.0,151607.0,0.038883662590153655,1.28,0.0,0.426,0.0
48201520700,Census Tract 5207,29.7993191,-95.4967336,0.7594660347687852,4505.0,128966.0,0.035826242722794444,0.51,0.0,0.17,0.0
48201410401,Census Tract 4104.01,29.7475136,-95.4063924,0.3394042608172437,3899.0,116934.0,0.04744806360605283,1.82,0.0,0.605,0.0
48201410801,Census Tract 4108.01,29.7364644,-95.4049911,0.20347969859985188,2664.0,83026.0,0.2301051051051051,1.71,0.0,0.568,0.0
48201313901,Census Tract 3139.01,29.6945254,-95.3831759,0.8192273129778963,3964.0,80819.0,0.1057013118062563,3.23,0.0,1.0,0.0
48201314402,Census Tract 3144.02,29.6881908,-95.4081943,0.733126531611761,2037.0,84961.0,0.09621993127147767,3.1,0.0,1.0,0.0
48201412201,Census Tract 4122.01,29.7092496,-95.4082503,0.37313646200483913,2331.0,135417.0,0.15665236051502146,2.88,0.0,0.962,0.0
48201411902,Census Tract 4119.02,29.7266021,-95.3929645,0.32454511924380997,2391.0,113125.0,0.149246475449684,1.38,0.0,0.46,0.0
48201431505,Census Tract 4315.05,29.754609,-95.4842534,0.12180094525607688,1480.0,89904.0,0.07650273224043716,1.53,0.0,0.509,0.0
48201511202,Census Tract 5112.02,29.8042125,-95.4172883,0.38219673525837156,3510.0,172860.0,0.02621082621082621,1.34,0.0,0.446,0.0
48201511501,Census Tract 5115.01,29.8083233,-95.4058178,0.4804767231151498,3757.0,123696.0,0.08570668086239021,1.0,0.0,0.334,0.0
48201554809,Census Tract 5548.09,30.0550199,-95.5715259,2.8758865615024,10919.0,92083.0,0.1203064409344557,3.33,0.0,1.0,0.0
48201350104,Census Tract 3501.04,29.5919985,-95.2587687,2.1754431915133385,5653.0,99877.0,0.1457633115160092,0.82,0.0,0.273,0.0
48201411504,Census Tract 4115.04,29.7353929,-95.4329529,0.35994566785868376,2669.0,126806.0,0.13862869988759835,3.38,0.0,1.0,0.0
48201411506,Census Tract 4115.06,29.7330676,-95.4394595,0.14463772963034954,2971.0,99901.0,0.052844160215415686,3.57,0.0,1.0,0.0
48201411505,Census Tract 4115.05,29.7355709,-95.4447356,0.3294181145874064,3303.0,101736.0,0.08174386920980926,3.43,0.0,1.0,0.0
48201431902,Census Tract 4319.02,29.7364815,-95.4641258,0.35743484552135646,2469.0,111667.0,0.044892915980230645,2.27,0.0,0.755,0.0
48201531600,Census Tract 5316,29.8377907,-95.4542407,0.9094018582193415,3002.0,190234.0,0.029980013324450366,0.61,0.0,0.204,0.0
48201531700,Census Tract 5317,29.8357787,-95.435762,0.7191832243585088,3947.0,219854.0,0.014807250446770488,0.59,0.0,0.196,0.0
48201531200,Census Tract 5312,29.826857,-95.451949,0.7393578343492859,3801.0,92837.0,0.11934374173061657,0.61,0.0,0.205,0.0
48201510100,Census Tract 5101,29.7699275,-95.3714316,0.5586442634286842,3096.0,180817.0,0.015180878552971577,1.27,0.0,0.424,0.0
48201510400,Census Tract 5104,29.7837507,-95.3925984,0.5708879489798121,3852.0,218356.0,0.03323811996883926,1.86,0.0,0.621,0.0
48201510500,Census Tract 5105,29.7838269,-95.4034913,0.6734166049897427,5097.0,140217.0,0.012556405728860114,2.51,0.0,0.838,0.0
48201250701,Census Tract 2507.01,30.0123645,-95.2229316,6.773458894373071,7051.0,130218.0,0.10353141398383207,2.0,0.0,0.668,0.0
48201251503,Census Tract 2515.03,30.0736328,-95.1850599,0.3571186278534692,2767.0,139571.0,0.003677822728944465,3.4,0.0,1.0,0.0
48201511001,Census Tract 5110.01,29.799065,-95.4421699,0.8764916685273896,3593.0,97589.0,0.06255331248222917,1.02,0.0,0.339,0.0
48201333502,Census Tract 3335.02,29.6670118,-95.2847899,0.35037805636876074,2504.0,83269.0,0.3146964856230032,0.71,0.0,0.235,0.0
48201321102,Census Tract 3211.02,29.6274808,-95.213118,0.9877709438596612,4274.0,93553.0,0.04491444866920152,0.97,0.0,0.324,0.0
48201540101,Census Tract 5401.01,29.8464814,-95.5873121,4.621878360669386,7031.0,239125.0,0.04835727492533068,3.59,0.0,1.0,0.0
48201522002,Census Tract 5220.02,29.8263308,-95.5307746,0.3502294070377026,3096.0,97356.0,0.22714962762356128,0.57,0.0,0.192,0.0
48201340301,Census Tract 3403.01,29.5914944,-95.126475,1.374566928031187,3541.0,218304.0,0.0073425585992657446,2.9,0.0,0.965,0.0
48201422000,Census Tract 4220,29.6620014,-95.4846575,0.5646307773976615,2279.0,126417.0,0.03609154929577465,1.85,0.0,0.616,0.0
48201312000,Census Tract 3120,29.7171408,-95.3442306,0.7080526713306031,2970.0,85536.0,0.1270062805303559,1.43,0.0,0.477,0.0
48201220600,Census Tract 2206,29.8418052,-95.3668801,0.6412790057171344,3168.0,,0.3693181818181818,0.52,0.0,0.174,0.0
48201451603,Census Tract 4516.03,29.7594273,-95.633117,0.5086034931642988,3324.0,113167.0,0.11026961526810057,1.87,0.0,0.623,0.0
48201310200,Census Tract 3102,29.7434743,-95.3511272,0.720755046246139,2129.0,132929.0,0.1286989196806012,0.69,0.0,0.231,0.0
48201431101,Census Tract 4311.01,29.7441598,-95.5356583,0.3234783189796188,5640.0,83615.0,0.10815602836879433,1.98,0.0,0.661,0.0
48201411302,Census Tract 4113.02,29.7439794,-95.4530532,0.20994690975627683,3086.0,89246.0,0.07647440051847051,2.98,0.0,0.992,0.0
48201510803,Census Tract 5108.03,29.7615945,-95.4183401,0.3125759523274414,2515.0,109842.0,0.06679920477137177,2.86,0.0,0.952,0.0
48201530200,Census Tract 5302,29.8158099,-95.4242816,1.3642020155837704,4156.0,147083.0,0.18719923002887393,0.97,0.0,0.322,0.0
48201521900,Census Tract 5219,29.8223872,-95.554418,1.4721330129967276,7366.0,90903.0,0.1457961870799616,1.87,0.0,0.622,0.0
48201530300,Census Tract 5303,29.8175261,-95.3887898,0.7090020965385823,2393.0,94444.0,0.07062264939406603,0.82,0.0,0.273,0.0
48201980400,Census Tract 9804,29.7222846,-95.3445785,0.5164703246456217,4285.0,,0.0,1.18,0.0,0.395,0.0
48201980200,Census Tract 9802,29.767066,-95.3516608,0.25580310482583646,9542.0,84514.0,0.2375,1.45,0.0,0.485,0.0
48201350601,Census Tract 3506.01,29.5545845,-95.1726284,5.139713556445632,3863.0,97700.0,0.06704633704374838,2.57,0.0,0.856,0.0
48201431401,Census Tract 4314.01,29.744466,-95.4839917,0.14083500947037167,2729.0,83304.0,0.10589959692194943,1.19,0.0,0.396,0.0
48201511301,Census Tract 5113.01,29.7972613,-95.4054495,0.697992393486316,5065.0,165743.0,0.07838104639684107,1.76,0.0,0.586,0.0
48201340302,Census Tract 3403.02,29.5960011,-95.1128415,1.3241083952312045,6889.0,147031.0,0.05022499637102627,3.36,0.0,1.0,0.0
48201451902,Census Tract 4519.02,29.7225162,-95.5987045,0.7944716008754187,2520.0,127014.0,0.09206349206349207,0.41,0.0,0.136,0.0
48201410402,Census Tract 4104.02,29.7474979,-95.398717,0.28058816069236703,3044.0,180000.0,0.04697766097240473,1.37,0.0,0.458,0.0
48201431302,Census Tract 4313.02,29.7436384,-95.4905071,0.5277136195038363,4324.0,82545.0,0.07354301572617947,0.8,0.0,0.266,0.0
48201422302,Census Tract 4223.02,29.6490268,-95.4971327,0.2681085667223391,2106.0,87568.0,0.13912630579297247,0.9,0.0,0.3,0.0
